Fierro,Cromo,Aluminio,Cobre,Plomo,Nickel,Plata,Estano,Titanio,Vanadio,Cadmio,Manganeso,Sodio,Potasio,Silicio,Zinc,Bario,Boro,Calcio,Molibdeno,Magnesio,Fosforo,v 40,Contenido agua,Índice PQ,Oxidacion,Partículas > 4um,Partículas > 6um,Partículas > 14um,Family,Estado,Diagnostic,Comentario,Recomendacion,
152085,0.1,0.1,0.1,1,1.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9,0.1,0.1,2.9,0.1,0.3,3.7,0.1,0.1,0.1,32.44,0,5,1.59,12277,4195,412,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
157038,0.1,0.2,0.8,1.1,1.1,0.1,0.1,1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,4,0.1,0.1,0.1,0.1,0.1,0.1,33.26,0,5,1.44,15494,3353,78,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
157039,0.1,0.2,0.4,1.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,4.4,0.1,0.1,0.1,0.1,0.1,0.1,33.99,0,5,1.43,34636,4791,70,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
159757,1.7,0.1,0.7,1.6,2.2,0.1,0.1,3,0.1,0.1,0.1,0.1,0.7,0.1,0.3,3.7,0.1,0.8,1.2,0.1,0.1,0.1,32.91,0,5,1.47,6965,1122,60,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
159758,0.1,0.1,0.1,1.4,1.7,0.1,0.1,1.1,0.1,0.3,0.3,0.1,0.8,0.1,0.1,3.2,0.1,1,1.4,0.1,0.1,0.1,31.94,0,15,1.47,24462,3119,26,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
163698,1,0.1,0.1,1.2,0.6,0.1,0.1,2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,5,0.1,1,1.4,0.1,0.1,0.1,33.34,0,0,2.4,6939,1446,136,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
163699,1.4,0.1,0.1,1.6,0.1,0.1,0.1,0.9,0.3,0.1,0.1,0.1,0.9,0.1,0.1,4.4,0.1,1.3,2,0.1,0.1,0.1,33.26,0,0,2.44,19651,5472,432,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
167562,0.1,0.1,0.1,0.8,2.2,0.1,0.1,0.5,0.1,0.3,0.1,0.1,0.4,0.1,0.1,2.5,0.1,0.1,0.3,1.3,0.1,0.1,33.05,0,15,2.41,8828,1013,30,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
167563,0.1,0.1,0.2,0.7,1.1,0.1,0.1,0.1,0.1,0.4,0.1,0.2,0.4,0.1,0.1,2.6,0.1,0.1,0.3,0.2,0.1,0.1,33.06,0,5,2.4,6135,1342,53,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
170023,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,2.4,0.1,0.1,0.1,0.1,0.1,0.1,32.82,0,5,1.66,9808,6169,740,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
170024,0.1,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.1,2.3,3.3,0.1,0.1,0.3,0.2,0.1,0.1,31.65,0,5,1.61,14465,2565,132,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
172466,0.1,0.1,0.1,0.3,0.8,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,0.1,0.1,0.1,0.1,0.1,32.25,0,0,1.94,3238,999,81,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
172467,0.1,0.1,0.1,0.6,1.5,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7,0.1,0.1,0.1,0.1,0.1,0.1,31.95,0,0,1.91,9053,3070,443,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
174422,0.1,0.1,0.3,0.5,2.9,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.6,0.1,0.1,3.6,0.1,0.1,0.1,1.2,0.1,0.1,32.01,0,10,2.09,10128,3550,213,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
177845,0.1,0.1,0.1,0.5,0.4,0.1,0.1,1.9,0.1,0.2,0.1,0.1,0.9,0.1,0.8,3.4,0.1,0.1,0.3,0.1,0.1,0.1,35.33,0,0,1.67,6655,2177,220,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
177846,0.1,0.1,0.1,0.8,0.2,0.1,0.1,3,0.1,0.1,0.1,0.1,1.6,1.3,1.8,4.8,0.1,0.1,0.9,0.1,0.1,0.1,35.84,0,0,1.65,14548,4891,1160,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
186963,0.1,0.1,0.1,8.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.1,0.1,0.1,0.1,0.1,0.1,0.1,33.38,0,15,1.68,136173,31249,1576,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
186964,0.1,0.1,0.1,9.7,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,18.6,0.1,0.1,0.1,0.1,0.1,0.1,33.27,0,20,1.65,56509,10775,585,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
188571,0.6,0.1,0.1,7.7,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,19.2,0.1,0.1,1.5,0.1,0.1,0.1,36.26,0,5,1.33,17387,4915,572,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
188572,0.1,0.1,0.1,8.9,1.1,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,20.1,0.1,0.1,1.1,0.1,0.1,0.1,34.48,0,5,1.38,17847,3887,211,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
191887,0.7,0.1,0.1,6,2.3,0.3,0.1,1.3,0.1,0.1,0.1,0.1,0.1,0.1,0.6,17.6,0.1,0.1,2,0.1,0.3,0.1,33.91,0,0,1.04,65169,13451,1485,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
191888,0.1,0.1,0.1,7.6,1.5,0.1,0.1,1.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,19.7,0.1,0.1,1.5,0.1,0.1,0.1,33.84,0,0,1.03,57000,11279,208,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
196112,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,31.44,0,5,1.57,10584,2848,108,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
199993,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,32.26,0,5,1.61,5363,2897,462,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
199994,0.1,0.1,0.1,12.5,0.7,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.2,0.1,0.1,9.5,0.1,0.1,0.1,0.1,0.1,0.1,32.31,0,15,1.59,41523,18050,4322,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
204505,0.5,0.1,0.1,9.5,2.2,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.2,0.1,0.1,17.9,0.1,0.1,0.1,0.1,0.1,0.1,32.51,0,0,1.85,82846,22671,1546,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
207541,3.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.8,0.1,6.4,2.3,0.1,0.1,2,0.1,0.3,0.1,34.52,0,0,1.28,1637,267,20,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
207542,1.1,0.1,0.1,9.2,7.6,0.1,0.1,1.9,0.1,0.1,0.1,0.1,0.4,0.6,2.5,23.4,0.1,0.1,2.5,0.1,0.2,0.1,33.93,0,5,1.35,75567,16436,401,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante según plan de mantenimiento, para
 ver tendencias en desgaste y contaminación."
211887,1.1,0.1,0.1,0.1,1,0.1,0.1,1.3,0.1,0.1,0.1,0.1,0.2,0.1,3.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,33.87,0,5,2.14,2424,387,25,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
216718,0.5,0.1,0.1,0.6,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,3.8,1.8,1.4,2.4,0.1,0.1,1.6,0.1,0.1,0.1,34.97,0,5,1.61,2542,1114,188,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
218138,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.7,0.1,0.1,0.1,0.1,0.2,0.1,0.1,1.8,0.1,0.1,1.1,0.1,0.1,0.1,32.03,0,0,1.95,2709,736,58,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
221192,2.9,0.1,0.1,0.7,0.1,0.1,0.1,2.6,0.1,0.1,0.1,0.2,0.1,0.1,0.2,3.7,0.1,0.5,0.1,0.1,0.1,0.1,33.07,0,5,2.27,3385,1209,250,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
226749,1.9,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.2,0.1,4.7,3.4,0.1,0.1,0.1,0.1,0.1,0.1,31.66,0,5,2.72,2438,325,4,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
231066,1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,1.4,3.4,0.1,0.1,0.1,0.1,0.1,0.1,32.92,0,5,2.32,2776,948,25,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
235175,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6,3.1,0.1,0.1,0.1,0.1,0.1,0.1,33.28,0,5,1.68,9771,2153,225,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
236787,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.3,0.9,0.1,0.1,0.1,0.1,0.1,5.5,31.27,0,5,1.86,3621,777,58,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
241360,2.6,0.1,1.1,0.1,1.4,0.1,0.1,2.1,0.1,0.1,0.1,0.1,2.3,2.4,2.5,1.7,0.1,0.1,5,0.1,1.5,0.1,32.28,0,0,1.79,9168,2057,45,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
244741,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,32.18,0,0,3.14,2446,556,36,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
248134,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,1.4,0.1,0.1,0.1,0.3,0.1,0.1,0.1,33.58,0,0,2.07,6038,1686,75,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
250252,5.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.3,1.6,0.1,0.1,0.1,0.1,0.1,0.1,34.87,0,5,2.88,4389,2144,167,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
256958,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,1,1.8,0.9,0.1,0.1,0.1,0.1,0.1,0.1,32.77,0,5,2.14,1627,869,283,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
259345,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,32.98,0,5,2.17,3470,743,83,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
262253,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.7,0.1,0.1,0.1,0.1,0.1,0.1,31.83,0,0,2.02,4182,1019,141,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
265339,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,32.4,0,5,2.83,4861,662,6,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
282945,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.5,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,35.29,0,5,1.95,6084,1181,62,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, grado
 de viscosidad y degradación normal de lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
30989,0.1,0.1,0.1,9.8,1.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,1.2,30.3,0.3,0.4,4.6,0.2,1.3,7.8,32.46,0,0,1.08,6264,1401,106,Shafts,Normal,Normal,"Se evidencian niveles normales para operación tanto en desgaste de metales
 como en ingreso de contaminantes. Análisis fisicoquímico determina
 que viscosidad se mantiene estable en óptima operación evidenciando
 un buen proceso de lubricación junto con COD ISO aceptable para operación.","Se recomienda continuar con monitoreo normal de lubricante según plan
 de mantenimiento."
39533,7.2,0.7,0.1,22.3,2.3,0.1,0.1,6.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,105,0.1,0.1,0.1,0.1,0.1,57.1,33.57,0,5,2.12,49267,5462,132,Shafts,Normal,Normal,"Las características determinadas a la muestra se encuentran entre los
 rangos permitidos para el servicio manteniendo tendencias normales tanto
 en desgaste de metales como ingreso de contaminantes.",Se recomienda continuar con monitoreo de lubricante según plan de mantenimiento.
39535,0.1,0.2,0.1,15.4,1.4,0.1,0.1,1.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,94.9,0.1,0.1,0.1,0.1,0.1,60.6,33.23,0,0,2.13,27851,7348,590,Shafts,Normal,Normal,"Se evidencian niveles normales para operación tanto en desgaste de metales
 como en ingreso de contaminantes. Análisis fisicoquímico determina
 que viscosidad se mantiene estable en óptima operación.",Continuar con monitoreo de lubricante y componentes según plan de mantenimiento.
49457,0.6,0.1,0.1,13.6,0.1,0.1,0.1,1.2,0.1,0.1,0.2,0.1,0.5,0.1,3.9,32.5,0.1,0.1,1.6,0.1,0.1,0.1,33.96,0,0,2.29,7655,1602,90,Shafts,Normal,Normal,"Proceso de Lubricación en óptima operación. Tendencias de contaminantes
 por sílice presentan descenso en operación. Desgaste de metales
 se mantienen en su proceso y se sitúan dentro de los rangos permitidos
 de operación.","Continuar con monitoreo de lubricante y componente según plan de mantenimiento
 observando tendencias de material abrasivo en lubricación."
61068,0.7,0.1,0.1,4.2,0.1,0.1,0.2,6,0.3,0.1,0.1,0.4,0.1,0.2,2.9,330,0.1,0.1,4.9,0.1,27,244,32.11,0,0,2.66,15215,3809,481,Shafts,Normal,Normal,"Se aprecia reducción parcial en las concentraciones de cobre y estaño,
 entre límites permisibles para la operación, características fisicoquímicas
 determinan grado de viscosidad aceptable para proceso de lubricación.","Continuar con monitoreo de lubricante y componente según plan de mantenimiento
 observando tendencias de material abrasivo en lubricación."
61074,3.1,0.1,0.1,6.2,0.1,0.1,0.2,6.6,0.3,0.2,0.4,0.2,0.3,0.5,4.1,349,0.1,0.1,4.3,0.1,29.8,240,32.25,0,0,1.86,65120,14772,789,Shafts,Normal,Normal,"Luego del cambio de lubricante, Se aprecia estabilidad en tendencias de
 desgaste y contaminación externa, manteniendo proceso de lubricación
 normal en la operación, características fisicoquímicas demuestran
 degradación aceptable en el aceite.","Continuar con monitoreo de lubricante y componente según plan de mantenimiento
 observando tendencias de material abrasivo en lubricación."
63519,0.7,0.1,0.1,7.8,2.7,0.1,0.1,1.1,0.1,0.1,1,1,0.1,0.1,2.1,352,0.1,0.3,6.9,0.1,29.4,200,31.86,0,0,3.41,42565,11093,478,Shafts,Normal,Normal,"Proceso de Lubricación en óptima operación. Tendencias de contaminantes
 por sílice presentan descenso en operación. Desgaste de metales
 se mantienen en su proceso y se sitúan dentro de los rangos permitidos
 de operación.","Continuar con monitoreo de lubricante y componente según plan de mantenimiento
 observando tendencias de material abrasivo en lubricante."
63523,1.1,0.1,0.1,6.6,0.3,0.1,0.1,0.1,0.1,0.1,1.2,0.6,0.1,0.1,1.5,338,0.1,0.3,7.7,0.7,28.8,200,31.72,0,0,3.76,38285,3775,148,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.",Continuar con monitoreo de lubricante y componente según plan de mantenimiento.
66817,0.7,0.1,0.1,6.8,0.3,0.1,0.1,1.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,393,0.1,0.1,7.5,0.1,26.4,222,32.95,0,0,2.23,9472,1950,58,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.",Continuar con monitoreo de lubricante y componente según plan de mantenimiento.
66821,3,0.1,0.1,7.9,0.8,0.1,0.2,1.3,0.1,0.2,0.1,0.1,1.9,1.2,0.1,302,0.1,0.1,7.8,0.1,27.9,185,34.13,0,0,1.92,31028,8320,217,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.",Continuar con monitoreo de lubricante y componente según plan de mantenimiento.
75341,0.5,0.1,0.1,8.4,3,0.1,0.1,1.7,0.1,0.1,0.3,0.1,0.1,0.1,1.5,288,0.1,0.1,8.9,0.6,22.5,206,31.84,0,0,2.57,28985,7277,547,Shafts,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.",Continuar con monitoreo de lubricante y componente según plan de mantenimiento.
